spot,flow,temp,pH,DO,BOD,COD,SS,EC,TN,DTN,NO3N,NH3N,TP,DTP,PO4P,Chla,TOC,Tcoli,Fcoli,Cl,d15N,d18O,source
JT_3,0.026936581,24.9,7.4,6.4,1,1.485,1.396208453,131,1.118,1.109,0.865,0.052,0.05,0.05,0.025,2.005016978,4.9,0.503264652,0,8.43,10.68,3.05,생활하수/처리수 영향
JT_4,0.000247027,24.8,7.5,7.2,1,1.485,3.663,166,4.023,3.768,3.472,0.054,0.118,0.113,0.104,2.871,4,54.19755434,0,10.342,11.47,3.8,생활하수/처리수 영향
JT_5,0.490537841,25.4,7.4,6.3,1,0.740851107,1.025291754,184,1.468,1.461,1.322,0.056,0.087,0.075,0.062,1.411254299,4.4,0.608723069,0,11.295,10.35,2.35,생활하수/처리수 영향
JT_6,0.005694096,24.2,7.8,7.2,1.2,1.485,0.355709174,143,1.853,1.775,1.408,0.047,0.071,0.063,0.039,0.42338638,4.8,77.22,0,8.094,7.35,0.98,토양-질소 기원
JT_7,0.00055497,25.3,7.6,7.4,1.1,1.096914119,2.238976247,165,1.488,1.466,1.157,0.036,0.099,0.076,0.067,2.871,3.9,12.25245417,0,9.988,10.28,2.92,생활하수/처리수 영향
JT_8,0.014368247,25.7,7.9,7.4,1.2,1.485,0.383335018,154,2.324,2.224,1.874,0.036,0.08,0.056,0.036,0.46097749,4,1.320555307,0,7.771,7.79,1.31,토양-질소 기원
JT_9,0.021933277,26.5,7.7,8.2,1.4,1.485,3.663,172,1.811,1.722,1.396,0.082,0.173,0.13,0.13,2.871,4,29.70529376,0,9.297,9.23,3.66,생활하수/처리수 영향
JT_10,0.003880781,25.2,7.8,7.5,1.1,0.955947863,1.24787125,111,0.798,0.798,0.623,0.034,0.078,0.072,0.063,1.764577997,3.1,44.52423714,0,7.343,10.02,1.97,생활하수/처리수 영향
JT_11,0.009614242,26.1,7.6,7.5,1.2,1.485,0.51976805,170,1.155,1.155,0.88,0.061,0.087,0.087,0.086,0.651724174,3.4,8.490077519,0,9.129,10.18,1.88,생활하수/처리수 영향
JT_12,0.047646289,25.5,7.6,6.8,1.4,1.485,1.767582928,139,0.957,0.957,0.715,0.058,0.102,0.102,0.099,2.621859295,3.4,20.22480003,0,8.073,10.24,1.43,생활하수/처리수 영향
JT_13,0.000177468,26.8,7.9,7.9,1.3,1.485,2.072435459,159,1.07,1.07,0.795,0.022,0.095,0.095,0.089,2.871,3.3,77.22,0,8.977,10.66,1.73,생활하수/처리수 영향
JT_14,0.006266877,25.2,7.3,8,1.7,0.882487886,1.080280077,255,3.528,3.528,2.986,0.088,0.075,0.075,0.068,1.49764531,3.7,0.443609858,0,13.465,8.68,3.32,생활하수/처리수 영향
JT_15,0.84447,22.2,7.5,9.2,1.7,1.485,1.519649488,286,3.955,3.955,3.38,0.056,0.122,0.122,0.121,2.20781297,3.7,13.4292242,0,14.941,8.19,1.21,생활하수/처리수 영향
JT_16,0.84447,23.4,7.5,8.7,1.6,1.485,2.774726976,289,3.656,3.656,3.104,0.052,0.113,0.113,0.11,2.871,3.6,77.22,0,17.977,8.94,2.36,생활하수/처리수 영향
JT_17,0.003306026,24.6,7.4,7.6,1.7,1.485,0.338495014,251,3.356,3.356,2.882,0.024,0.073,0.073,0.065,0.400162735,2.6,77.22,0,13.077,8.87,3.03,생활하수/처리수 영향
JT_18,0.084752891,24.8,7.8,8.4,1.5,0.777388198,1.293683753,138,1.587,1.587,1.323,0.02,0.047,0.047,0.037,1.8384373,2.3,7.282937127,0,8.312,6.38,1.22,토양-질소 기원
JT_19,0.000698873,24.7,7.9,7.9,1.1,1.485,3.663,135,2.248,2.248,1.869,0.021,0.065,0.065,0.055,2.871,2.3,77.22,0,8.09,8.19,0.9,생활하수/처리수 영향
JT_20,0.000515262,24.5,7.3,7.8,1.3,1.485,3.663,126,1.568,1.568,1.265,0.016,0.038,0.038,0.031,2.871,2.3,1.646491539,0,8.227,6.91,1.96,토양-질소 기원
JT_21,0.01534807,25.5,7,7.2,2,1.485,1.017069245,292,5.816,5.392,4.969,0.088,0.184,0.121,0.117,1.398389859,5,1.230009909,0,17.142,9.67,2.32,생활하수/처리수 영향
JT_22,0.058895409,22.3,7.2,8.4,1.4,1.485,3.445945686,90,1.024,0.921,0.861,0.046,0.085,0.073,0.049,2.871,2,31.64069029,0,5.748,5.36,1.89,토양-질소 기원
JT_23,0.363383691,25.3,7.2,7.2,2.4,1.339434536,0.566858375,317,3.198,2.896,2.442,0.298,0.089,0.076,0.073,0.719282617,3.1,77.22,0,32.41,9.73,1.1,생활하수/처리수 영향
JT_24,0.757487355,25.7,7.3,7.9,2.3,1.485,0.505454039,164,1.909,1.697,1.474,0.017,0.09,0.046,0.032,0.631351142,4.2,77.22,0,10.258,8.14,4.76,생활하수/처리수 영향
JT_25,3.19E-06,26.4,7.3,8.2,2.2,1.485,1.811994545,221,2.653,2.398,2.053,0.105,0.11,0.065,0.059,2.696907028,4.2,77.22,0,18.055,9.65,2.69,생활하수/처리수 영향
JT_26,0.014526827,27.2,7.5,7.9,2.3,1.485,3.005017709,226,2.489,2.225,1.877,0.105,0.122,0.072,0.07,2.871,4.2,0.009491842,0,18.212,8.59,1.25,생활하수/처리수 영향
JT_27,0.500224805,26.2,7.2,7.1,2.8,1.485,3.663,152,0.765,0.697,0.416,0.035,0.076,0.058,0.044,2.871,5.9,30.0189055,0,10.19,9.69,5.48,생활하수/처리수 영향
JT_28,0.420980401,27.2,7.3,7.2,3.7,1.485,0.074666847,289,8.502,8.343,6.479,0.486,1.201,1.179,1.169,0.07172929,5.9,77.22,0,17.98,17.32,1.39,생활하수/처리수 영향
JT_29,0.017922049,26.9,7.6,8.2,1.3,1.485,1.774896201,174,2.202,2.201,2.025,0.062,0.143,0.102,0.095,2.6341998,3,36.70037995,0,10.813,8.32,4.11,생활하수/처리수 영향
JT_30,4.47E-05,26.2,7.8,8,1.7,1.485,1.920814703,158,2.16,2.025,1.667,0.131,0.162,0.122,0.11,2.871,3.6,0.118500439,0,10.08,7.4,2.81,토양-질소 기원
JT_1,0.002171022,21.1,7.8,8.1,1.4,1.380488591,0.201449558,80,1.768,1.698,1.478,0.028,0.085,0.022,0.018,0.221773228,5.6,4.870301603,0,7.927,2,-0.26,토양-질소 기원
JT_2,1.75E-06,20.8,7.7,8.2,1.9,1.485,0.86825471,100,2.984,2.959,2.513,0.055,0.228,0.165,0.162,1.16813521,7.8,0.005354706,0,5.515,2.48,-1.38,토양-질소 기원
JT_3,0.000185512,21.3,7.7,8.2,2.1,1.485,0.059618999,96,2.723,2.647,2.223,0.052,0.111,0.053,0.043,0.055530933,6.8,0.462830812,0,5.571,1.62,-1.25,토양-질소 기원
JT_4,0.064386183,20.7,7.4,7.8,1.2,1.069226135,0.344187058,135,9.146,9.075,8.927,0.117,0.119,0.099,0.097,0.407824337,4.3,77.22,0,6.078,3.04,-0.8,토양-질소 기원
JT_5,0.41318356,21.4,7.2,7.9,2.4,1.346371238,3.10748333,106,3.63,3.566,3.047,0.099,0.223,0.135,0.127,2.871,8.5,77.22,0,5.401,2.28,-0.83,토양-질소 기원
JT_6,0.170101131,21.3,7.6,8,2.4,1.471740929,3.663,92,2.83,2.775,2.227,0.058,0.159,0.088,0.076,2.871,8.1,77.22,0,5.173,1.06,-0.45,토양-질소 기원
JT_7,2.71E-06,21.1,7.5,7.9,2.9,1.485,0.070217711,101,3.216,3.1,2.514,0.1,0.257,0.156,0.149,0.066888666,8.5,0.008118683,0,5.418,2.58,-0.4,토양-질소 기원
JT_8,0.035240328,21.8,7.9,8.1,2.1,0.967212858,2.477118967,102,2.447,2.394,2.003,0.043,0.083,0.045,0.036,2.871,5.7,70.08660403,0,5.451,0.98,-1,토양-질소 기원
JT_9,0.031325519,21.9,7.9,8.2,2.2,1.485,2.369786472,114,2.712,2.633,2.14,0.061,0.197,0.127,0.118,2.871,7.5,62.61855329,0,6.248,2.8,-0.07,토양-질소 기원
JT_10,0.000379859,21.9,7.7,8,2.1,1.485,0.450687154,162,1.435,1.356,0.83,0.065,0.52,0.496,0.49,0.554149461,6.8,0.918804549,0,11.13,5.2,1.12,토양-질소 기원
JT_11,0.001989643,21.1,7.8,8.2,2.3,1.485,0.8402232,103,3.457,3.264,2.746,0.076,0.297,0.182,0.163,1.125340682,9.6,4.480267196,0,5.434,3.23,-0.94,토양-질소 기원
JT_12,3.86E-05,20.9,7.7,8.1,2.8,1.040356812,0.190599922,108,3.331,3.155,2.526,0.103,0.407,0.255,0.235,0.208240286,9.7,0.102935168,0,5.857,4.11,-0.88,토양-질소 기원
JT_13,0.000157374,23,7.5,7.9,2.6,1.485,0.323535423,65,3.143,2.905,2.357,0.09,0.438,0.274,0.254,0.380111743,8.8,0.39543046,0,6.367,4.94,-0.17,토양-질소 기원
JT_14,9.44E-06,23.4,7.6,7.6,2.4,1.485,0.112290315,139,4.595,4.562,4.081,0.072,0.249,0.177,0.162,0.114087873,6.8,0.026798162,0,7.88,3.4,0.02,토양-질소 기원
JT_15,0.020729869,23.1,7.4,7.8,1.9,1.485,2.0289081,181,3.184,3.102,2.765,0.041,0.162,0.126,0.124,2.871,5.7,42.18406114,0,8.926,1.38,0.67,토양-질소 기원
JT_16,0.84447,22.8,7.4,7.8,2,1.485,3.663,160,4.335,4.201,3.833,0.052,0.222,0.164,0.155,2.871,6.4,77.22,0,8.896,2.43,0.04,토양-질소 기원
JT_17,1.00E-06,22.9,7.7,7.6,2.2,1.485,0.046886919,131,3.699,3.491,3.051,0.092,0.377,0.247,0.242,0.042255075,7.8,0.002906425,0,6.419,2.31,0.7,토양-질소 기원
JT_18,4.09E-06,22.7,7.4,7.8,1.8,1.282401302,0.0819992,92,2.243,2.137,1.894,0.021,0.08,0.029,0.016,0.079792714,4.8,0.012045555,0,5.199,0.68,-0.98,토양-질소 기원
JT_19,0.05964599,23.3,8.2,7.5,1.8,1.485,3.019366733,143,2.283,2.208,1.848,0.036,0.126,0.075,0.066,2.871,6.4,77.22,0,4.853,1.41,0.14,토양-질소 기원
JT_20,0.002419873,23.2,7.5,7.5,1.2,1.485,0.904430373,79,2.306,2.212,1.943,0.024,0.071,0.043,0.036,1.223643338,5.6,5.403161502,0,4.477,-0.79,-0.12,토양-질소 기원
JT_21,0.020964709,21,7.3,7.3,2.9,0.869037619,2.037523727,122,2.267,2.166,1.643,0.125,0.385,0.303,0.3,2.871,7,42.64118705,0,5.781,7.07,2.43,토양-질소 기원
JT_22,3.09E-05,19.9,7.2,7.3,1.2,1.114793768,0.17534979,100,2.282,2.253,1.965,0.071,0.111,0.087,0.051,0.189397942,3.9,0.083261209,0,4.545,3.02,-1.77,토양-질소 기원
JT_23,0.344348655,21.7,7.6,7.4,4,1.485,3.663,196,2.579,2.433,1.339,0.659,0.213,0.146,0.145,2.871,6.3,77.22,0,15.627,6.81,1.8,토양-질소 기원
JT_24,0.038765317,21,7.6,8.1,3,1.485,2.567564316,136,1.876,1.658,1.203,0.054,0.318,0.201,0.193,2.871,7.2,76.78024707,0,8.075,5.96,2.07,토양-질소 기원
JT_25,1.08E-05,21.4,7.7,8.1,3.8,1.485,0.118044845,129,1.696,1.511,1.026,0.116,0.294,0.175,0.165,0.120760218,6.8,0.030430713,0,9.503,6.29,2.63,토양-질소 기원
JT_26,0.018122798,21.2,7.5,8.1,4.5,1.485,1.928879925,127,1.817,1.509,0.99,0.204,0.349,0.164,0.154,2.871,6.5,37.09361159,0,11.191,6.63,4.65,토양-질소 기원
JT_27,0.002554287,22.9,7.5,7.1,3.8,1.311275838,0.923010037,180,1.154,0.936,0.425,0.152,0.237,0.112,0.082,1.252271557,7.2,5.689980708,0,9.151,7.31,3.71,토양-질소 기원
JT_28,2.62E-05,21.1,7.5,7.8,3.6,1.478053029,0.164834564,113,1.71,1.483,0.937,0.097,0.471,0.277,0.264,0.176535193,8.4,0.07114274,0,7.352,6.25,4.12,토양-질소 기원
JT_29,0.002011505,22.8,7.5,8,2.4,1.485,0.843684174,154,2.586,2.385,1.897,0.123,0.271,0.189,0.187,1.130613936,5.2,4.527357113,0,9.111,7.45,3.62,토양-질소 기원
JT_30,7.23E-05,22.8,7.5,7.8,1.9,1.485,0.241523896,99,3.801,3.663,3.378,0.042,0.301,0.268,0.265,0.272596277,5.2,0.187990615,0,4.866,0.82,7.86,토양-질소 기원
